Date,Ticker,Adjusted Close,Return,Volatility,RSI,SMA_100,Lower Band,Support,Year,Month,Day,Day_of_Week,Predicted_Action
2024-10-25,BKR,37.54,0.020663463,0.016033877,46.302837,35.040184,35.850903,32.93,2024,10,25,4,hold
2024-10-25,BLDR,180.79,-0.0047892234,0.016298668,34.04316,167.0645,179.05617,161.13,2024,10,25,4,buy
2024-10-25,BLK,973.96,-0.010203229,0.012761182,63.092926,868.6973,922.89514,855.90497,2024,10,25,4,short
2024-10-25,BMY,51.9,-0.019274313,0.012308122,38.117306,46.622093,51.471737,47.09284,2024,10,25,4,buy
2024-10-25,BR,214.09,-0.012317763,0.0083796205,47.57671,208.24927,212.35725,206.72523,2024,10,25,4,sell
2024-10-25,BRO,103.98,-0.012347981,0.013191483,56.887585,99.04883,102.88882,100.7,2024,10,25,4,sell
2024-10-25,BSX,84.74,-0.0042303246,0.010060759,51.54059,79.8886,83.00282,78.25,2024,10,25,4,short
2024-10-25,BWA,33.595,0.004334842,0.012590162,33.333363,33.326,33.533333,31.56,2024,10,25,4,hold
2024-10-25,BX,167.55,-0.012436641,0.018471887,75.94047,139.45229,140.77191,132.98,2024,10,25,4,sell
2024-10-25,BXP,86.99,-0.0069634775,0.01250871,74.53287,71.35293,77.12827,69.14079,2024,10,25,4,sell
2024-10-25,C,61.75,-0.01984127,0.01961138,47.280876,61.691982,60.64019,57.3,2024,10,25,4,buy
2024-10-25,CAG,29.43,0.0027257213,0.020208012,56.846478,30.055523,27.861126,29.1,2024,10,25,4,hold
2024-10-25,CAH,110.87,-0.011501434,0.007267821,45.136627,104.86646,109.62691,108.321785,2024,10,25,4,short
2024-10-25,CARR,73.74,0.014165848,0.022273786,31.307493,70.39923,75.07756,67.204384,2024,10,25,4,sell
2024-10-25,CAT,386.0,-0.0027385873,0.0114003895,40.061646,349.68167,383.3223,328.18088,2024,10,25,4,short
2024-10-25,CB,288.03,-0.020172788,0.0154286735,63.17067,274.73532,277.2557,271.17215,2024,10,25,4,short
2024-10-25,CBOE,213.1,-0.008791104,0.010796544,65.59431,194.709,203.69463,202.6,2024,10,25,4,sell
2024-10-25,CBRE,132.56,-0.007041217,0.02153751,77.60762,108.255,116.42738,111.5,2024,10,25,4,sell
2024-10-25,CCI,108.89,-0.02296992,0.016217966,44.28501,107.47601,106.92492,108.05091,2024,10,25,4,short
2024-10-25,CCL,20.9,-0.00047825102,0.027128186,78.9579,17.4957,16.95236,15.32,2024,10,25,4,short
2024-10-25,CDNS,257.3,0.023957295,0.019640785,45.45752,279.78452,244.82246,247.52,2024,10,25,4,hold
2024-10-25,CDW,217.01,-0.009810226,0.012736209,43.745483,222.01848,215.19766,212.21,2024,10,25,4,short
2024-10-25,CE,128.85,-0.0071659167,0.016570525,37.258602,133.21172,128.47894,119.16,2024,10,25,4,buy
2024-10-25,CEG,264.37,-0.00049151183,0.025948806,39.76042,214.58505,255.66086,173.11,2024,10,25,4,short
2024-10-25,CF,83.19,-0.0003604756,0.012202223,27.846975,78.44808,82.00615,76.78,2024,10,25,4,buy
2024-10-25,CFG,41.52,-0.0052707526,0.015964415,52.50359,39.51415,39.61388,39.66,2024,10,25,4,short
2024-10-25,CHD,100.85,-0.01724814,0.010670929,58.073402,103.17352,98.89957,99.09,2024,10,25,4,sell
2024-10-25,CHRW,108.12,0.0130235115,0.011800718,55.691067,97.138,105.595375,98.5782,2024,10,25,4,hold
2024-10-25,CHTR,336.01,0.012017411,0.017403161,59.401707,325.7782,318.98172,314.49,2024,10,25,4,hold
2024-10-25,CI,316.74,-0.004713424,0.017731776,32.526375,341.1335,312.0772,316.74,2024,10,25,4,short
2024-10-25,CINF,141.27,0.021918394,0.013903957,77.21687,127.84767,132.57678,129.8885,2024,10,25,4,hold
2024-10-25,CL,95.61,-0.041407634,0.013221115,41.713684,99.92376,96.72795,95.61,2024,10,25,4,short
2024-10-25,CLX,156.74,-0.014089761,0.009009259,36.798885,147.7306,156.60698,145.4,2024,10,25,4,short
2024-10-25,CMCSA,41.68,0.0007202588,0.012413233,60.852688,39.347054,40.433018,38.382523,2024,10,25,4,hold
2024-10-25,CME,226.17,-0.015325022,0.008386544,63.26164,207.95847,219.38737,205.97015,2024,10,25,4,sell
2024-10-25,CMG,59.44,0.0,0.009890396,71.07309,57.495045,56.380444,51.94,2024,10,25,4,sell
2024-10-25,CMI,329.14,-0.010045705,0.008090235,46.09782,298.5219,323.9385,293.21,2024,10,25,4,buy
2024-10-25,CMS,70.76,-0.014072657,0.008128175,58.022736,65.44115,69.045784,66.45,2024,10,25,4,short
2024-10-25,CNC,64.2,0.04186949,0.028591882,33.72041,71.4627,57.9682,59.82,2024,10,25,4,hold
2024-10-25,CNP,29.31,-0.005766624,0.009382622,40.57144,28.696344,29.147722,25.79,2024,10,25,4,short
2024-10-25,COF,161.26,0.05219888,0.020304207,66.20013,143.336,144.53961,136.46,2024,10,25,4,sell
2024-10-25,COO,107.84,0.005032556,0.009966011,59.18686,98.2643,104.59891,93.66,2024,10,25,4,buy
2024-10-25,COP,104.52,0.0014371361,0.017339304,15.116234,109.62587,101.1738,102.31,2024,10,25,4,buy
2024-10-25,COR,234.52,-0.0027215485,0.010129742,80.4295,231.49884,214.14062,219.5,2024,10,25,4,hold
2024-10-25,COST,891.38,-0.0022833361,0.010041648,59.101616,868.6467,871.7002,870.59,2024,10,25,4,short
2024-10-25,CPAY,340.67,-0.009363462,0.013303852,57.451805,296.5476,311.56387,289.14,2024,10,25,4,sell
2024-10-25,CPB,47.085,0.0020216515,0.008816844,49.518696,47.340218,46.562843,46.96,2024,10,25,4,hold
2024-10-25,CPRT,51.71,0.006422694,0.013129601,44.12095,52.5875,50.39873,49.38,2024,10,25,4,hold
2024-10-25,CPT,118.26,-0.017365986,0.009814663,45.236458,116.00244,117.45927,118.07,2024,10,25,4,short
2024-10-25,CRL,182.11,-0.0033929576,0.014283366,38.30207,205.1559,181.76984,182.11,2024,10,25,4,buy
2024-10-25,CRM,290.435,0.012815552,0.013530438,57.169033,258.98804,274.46292,243.58759,2024,10,25,4,hold
2024-10-25,CRWD,300.61,-0.01267782,0.02226176,58.60675,302.92416,273.7878,246.39,2024,10,25,4,short
2024-10-25,CSCO,55.75,-0.0037526642,0.010980434,78.421104,48.99696,51.01664,48.132156,2024,10,25,4,sell
2024-10-25,CSGP,74.48,0.007712078,0.017700898,53.322075,75.66,72.086464,72.82,2024,10,25,4,hold
2024-10-25,CSX,33.28,0.005438076,0.019564006,47.30711,33.7391,32.753277,33.09,2024,10,25,4,hold
2024-10-25,CTAS,207.41,-0.008224555,0.010571465,56.18167,192.68019,202.00378,191.215,2024,10,25,4,short
2024-10-25,CTLT,59.06,-0.007394935,0.004136746,26.299654,58.8317,59.30614,59.06,2024,10,25,4,short
2024-10-25,CTRA,23.865,-0.0052105044,0.012644457,38.626587,24.913366,23.37297,22.62,2024,10,25,4,short
2024-10-25,CTSH,74.85,-0.00013361122,0.01177533,44.39024,73.41572,74.51062,74.5,2024,10,25,4,hold
2024-10-25,CTVA,60.36,-0.006910138,0.01206223,70.19499,54.913612,55.81035,53.440975,2024,10,25,4,sell
2024-10-25,CVS,56.48,0.0064148363,0.022310205,20.437883,58.683773,54.94002,55.49162,2024,10,25,4,buy
2024-10-25,CVX,150.81,0.0023928257,0.010855069,48.92137,149.41893,147.78102,137.88,2024,10,25,4,buy
2024-10-25,CZR,44.19,0.011444267,0.02192011,48.697903,38.7654,41.53305,36.0,2024,10,25,4,hold
2024-10-25,D,59.56,-0.019911125,0.015415266,62.23986,54.259884,55.12328,55.343307,2024,10,25,4,sell
2024-10-25,DAL,54.12,-0.011867839,0.023568438,69.2198,46.072098,46.65612,40.001953,2024,10,25,4,sell
2024-10-25,DAY,64.84,-0.0033815128,0.011573275,82.0433,55.8144,59.677162,54.19,2024,10,25,4,buy
2024-10-25,DD,83.28,-0.011278695,0.009623116,34.534847,81.6279,82.842926,78.89895,2024,10,25,4,short
2024-10-25,DE,408.02,-0.0074197054,0.010233729,51.964264,381.16855,399.67245,371.2797,2024,10,25,4,short
2024-10-25,DECK,168.17,0.10609054,0.03277764,60.96243,156.73936,150.94077,143.32666,2024,10,25,4,hold
2024-10-25,DELL,122.54,0.016339066,0.024104618,57.0758,120.68131,112.35689,101.63879,2024,10,25,4,hold
2024-10-25,DFS,148.9,0.040385682,0.020644432,59.090904,134.40529,135.92351,128.68,2024,10,25,4,sell
2024-10-25,DG,80.43,-0.011916476,0.015637806,33.762367,106.73989,79.355644,79.76,2024,10,25,4,buy
2024-10-25,DGX,155.04,-0.018672144,0.018333135,68.05674,147.2319,144.17819,146.9,2024,10,25,4,sell
2024-10-25,DHI,179.24,-0.018938104,0.017323613,42.173447,171.96172,177.66699,178.02,2024,10,25,4,buy
2024-10-25,DHR,245.39,-0.010524196,0.013918854,26.334936,263.6675,250.40646,245.39,2024,10,25,4,short
2024-10-25,DIS,95.03,-0.0038784354,0.012515453,62.54754,94.04811,91.91321,87.94,2024,10,25,4,short
2024-10-25,DLR,180.72,0.09441044,0.021596728,93.2264,153.35052,151.74744,147.09328,2024,10,25,4,hold
2024-10-25,DLTR,66.43,-0.0077669406,0.014558154,31.365263,89.7253,65.622925,63.56,2024,10,25,4,buy
2024-10-25,DOC,22.29,-0.030869525,0.0151102785,53.017246,21.20861,21.403124,21.48,2024,10,25,4,buy
2024-10-25,DOV,186.98,0.011906034,0.011822698,49.018204,183.04347,184.37468,175.05,2024,10,25,4,hold
2024-10-25,DOW,49.71,-0.025103012,0.010870868,15.568028,52.784355,50.38429,49.71,2024,10,25,4,buy
2024-10-25,DPZ,413.65,-0.0035171197,0.01594943,53.39787,446.13824,407.15274,402.0485,2024,10,25,4,buy
2024-10-25,DRI,159.93,-0.016239248,0.012751752,54.852413,151.61371,155.17883,142.09421,2024,10,25,4,short
2024-10-25,DTE,126.56,-0.024736123,0.009832944,54.645195,119.61567,123.6382,120.902885,2024,10,25,4,short
2024-10-25,DUK,117.22,-0.015123471,0.012963714,72.621346,110.08346,109.5809,110.23,2024,10,25,4,sell
2024-10-25,DVA,157.0,-0.02714094,0.015448549,49.05131,149.214,155.49861,147.58,2024,10,25,4,short
2024-10-25,DVN,39.19,-0.008099208,0.017135607,22.942972,43.54138,38.393654,37.87,2024,10,25,4,buy
2024-10-25,DXCM,73.44,-0.018837623,0.02011324,66.529495,85.4124,64.51388,65.68,2024,10,25,4,short
2024-10-25,EA,145.23,0.001379004,0.008738564,59.68412,143.50606,141.03497,139.55,2024,10,25,4,short
2024-10-25,EBAY,63.08,-0.008020103,0.010193938,23.9038,58.226982,62.810856,55.244286,2024,10,25,4,buy
2024-10-25,ECL,253.49,-0.011118011,0.008856795,57.341278,245.69048,249.0224,240.11823,2024,10,25,4,short
2024-10-25,ED,104.59,-0.0225234,0.011149806,62.56371,98.22066,100.61823,99.59,2024,10,25,4,sell
2024-10-25,EFX,269.88,-0.0069178864,0.0140195675,34.19087,274.71906,267.8601,269.88,2024,10,25,4,short
2024-10-25,EG,379.7,-0.019116491,0.024585836,56.69353,380.58276,372.45255,372.55,2024,10,25,4,buy
2024-10-25,EIX,83.89,-0.020205598,0.010001286,46.64924,79.79078,83.12553,82.655075,2024,10,25,4,buy
2024-10-25,EL,87.22,-0.01590879,0.012468973,22.229242,97.37825,85.47553,84.2,2024,10,25,4,buy
2024-10-25,ELV,424.95,0.014103674,0.028197771,28.199966,521.3929,398.4556,415.54,2024,10,25,4,hold
2024-10-25,EMN,105.42,-0.012181438,0.008475552,30.575176,101.10799,105.72535,96.406586,2024,10,25,4,short
2024-10-25,EMR,108.15,-0.001016078,0.011932879,33.802822,107.89384,107.59397,98.19,2024,10,25,4,buy
2024-10-25,ENPH,83.83,0.03366219,0.042603116,25.537462,110.0794,77.70662,78.47,2024,10,25,4,hold
2024-10-25,EOG,123.11,-0.010687896,0.014936202,17.484486,124.45923,121.327034,117.057594,2024,10,25,4,sell
2024-10-25,EPAM,191.47,0.0025657425,0.011829233,47.132065,196.0123,190.25865,190.98,2024,10,25,4,buy
2024-10-25,EQIX,914.6,0.021032382,0.009106202,71.90722,818.5899,859.21606,813.7,2024,10,25,4,hold
2024-10-25,EQR,74.66,-0.018406441,0.010026056,59.844322,71.10627,71.87926,70.78757,2024,10,25,4,short
2024-10-25,EQT,37.49,0.014339898,0.015179196,51.549774,35.329174,35.83416,31.91,2024,10,25,4,sell
2024-10-25,ERIE,443.78,-0.031682283,0.01783418,14.422228,447.6005,443.94894,443.78,2024,10,25,4,buy
2024-10-25,ES,65.86,-0.014366942,0.012041499,62.361107,63.16977,62.784405,63.39,2024,10,25,4,sell
2024-10-25,ESS,295.74,-0.019949693,0.01108425,59.119465,285.56146,284.0859,281.64807,2024,10,25,4,short
2024-10-25,ETN,344.44,-0.0024617165,0.010751708,62.528744,314.15594,324.92725,284.97,2024,10,25,4,buy
2024-10-25,ETR,135.36,-0.015348808,0.008139465,67.20681,118.51197,128.52437,117.6,2024,10,25,4,sell
2024-10-25,EVRG,60.76,-0.014276462,0.007831695,59.898457,57.455677,58.866356,57.85,2024,10,25,4,short
2024-10-25,EW,69.38,-0.01378822,0.018036297,68.168144,74.5609,64.0147,64.54,2024,10,25,4,sell
2024-10-25,EXC,40.07,-0.01572094,0.009252086,56.88309,37.57556,39.247955,37.54,2024,10,25,4,short
2024-10-25,EXPD,119.855,0.0022997283,0.01171227,49.90815,122.80375,115.96885,119.5,2024,10,25,4,buy
2024-10-25,EXPE,158.4,-0.012776585,0.015334736,63.909775,135.1404,142.98804,129.83,2024,10,25,4,sell
2024-10-25,EXR,166.4,-0.011171886,0.014699057,43.739555,165.62917,163.18031,164.8,2024,10,25,4,sell
2024-10-25,F,11.075,-0.014679712,0.013884507,68.11147,11.348133,10.29304,10.32,2024,10,25,4,sell
2024-10-25,FANG,184.39,0.01923606,0.022430958,29.112522,190.37134,172.00555,168.5,2024,10,25,4,buy
2024-10-25,FAST,75.86,0.008374282,0.022558607,74.867325,67.84738,67.16852,64.84384,2024,10,25,4,sell
2024-10-25,FCX,46.61,-0.0049103233,0.017261524,29.707617,46.31341,46.312473,39.8772,2024,10,25,4,short
2024-10-25,FDS,454.84,-0.0039200415,0.008764346,55.54831,428.48267,447.38528,406.974,2024,10,25,4,sell
2024-10-25,FDX,272.1,-0.0028218164,0.012054676,68.3544,279.63098,258.48547,254.64,2024,10,25,4,buy
2024-10-25,FE,43.4,-0.015649777,0.00872607,56.354958,41.582493,42.256947,42.33,2024,10,25,4,short
2024-10-25,FFIV,216.93,0.015732478,0.008225091,46.91942,194.1814,213.80688,195.57,2024,10,25,4,hold
2024-10-25,FI,199.6,-0.018151347,0.00884429,77.52266,167.4839,176.81595,167.32,2024,10,25,4,buy
2024-10-25,FICO,1997.94,0.0019507498,0.015290175,55.61571,1711.7769,1897.2272,1688.41,2024,10,25,4,buy
2024-10-25,FIS,89.72,-0.0067530232,0.007512331,78.46641,79.8764,81.88591,78.17691,2024,10,25,4,sell
2024-10-25,FITB,43.21,-0.019291926,0.013261063,57.40479,40.05446,41.0068,40.289818,2024,10,25,4,short
2024-10-25,FMC,62.01,0.008292655,0.012673654,44.165733,60.179256,59.682713,59.750904,2024,10,25,4,buy
2024-10-25,FOX,38.35,0.00026078042,0.0060850964,50.174187,35.617516,37.9506,36.04,2024,10,25,4,hold
2024-10-25,FOXA,41.7,-0.00023971043,0.0056164605,51.31582,38.4297,41.20983,38.91,2024,10,25,4,hold
2024-10-25,FRT,112.35,-0.013781599,0.009629045,58.434216,108.93328,109.4625,109.65,2024,10,25,4,sell
2024-10-25,FSLR,198.61,0.013109608,0.028089587,29.246426,229.9436,179.9526,192.41,2024,10,25,4,hold
2024-10-25,FTNT,80.35,-0.0033490977,0.01331386,62.402737,69.1007,75.679955,74.49,2024,10,25,4,short
2024-10-25,FTV,74.97,-0.00066642795,0.007811064,38.91625,73.73269,74.86401,69.504166,2024,10,25,4,short
2024-10-25,GD,302.48,0.004016404,0.008795199,60.893368,294.2004,293.18433,288.80807,2024,10,25,4,short
2024-10-25,GDDY,160.53,-0.0056983475,0.010661281,66.561905,151.9954,152.79659,149.66,2024,10,25,4,short
2024-10-25,GE,179.13,-0.0033937944,0.023299957,41.43895,171.1438,177.34453,160.99155,2024,10,25,4,buy
2024-10-25,GEHC,88.4,-0.005624297,0.010918145,39.92239,84.02753,88.155136,83.902275,2024,10,25,4,short
2024-10-25,GEN,26.975,-0.0016654358,0.010876304,44.976074,25.725863,26.51732,25.145,2024,10,25,4,short
2024-10-25,GEV,293.38,-0.012188536,0.019268809,78.61916,203.5468,245.9358,182.13,2024,10,25,4,sell
2024-10-25,GILD,89.01,0.0025907115,0.009282049,69.87847,75.949104,82.697136,73.09685,2024,10,25,4,hold
2024-10-25,GIS,68.3,-0.004518256,0.00746834,14.194014,68.459236,67.6218,68.3,2024,10,25,4,short
2024-10-25,GL,105.13,-0.03894325,0.019763673,54.385025,95.47365,102.16227,96.66822,2024,10,25,4,buy
2024-10-25,GLW,46.25,-0.011963285,0.015079983,63.682846,42.02729,43.895145,39.93117,2024,10,25,4,sell
2024-10-25,GM,52.0601,-0.012517083,0.026354477,74.59606,46.77392,42.586468,44.67,2024,10,25,4,short
2024-10-25,GNRC,164.37,-0.010117482,0.027345931,36.936676,150.1477,156.18456,139.61,2024,10,25,4,short
2024-10-25,GOOG,166.98,0.014890883,0.010380242,57.472572,170.23213,162.67459,149.54,2024,10,25,4,hold
2024-10-25,GOOGL,165.27,0.01567111,0.010257505,56.645393,168.73073,161.24649,148.66,2024,10,25,4,hold
2024-10-25,GPC,114.26,0.010167107,0.048013337,29.207619,137.50597,112.662094,113.11,2024,10,25,4,hold
2024-10-25,GPN,99.14,-0.0039184103,0.015533034,55.3804,101.52259,96.796196,97.06,2024,10,25,4,sell
2024-10-25,GRMN,162.37,0.0027172386,0.012594568,47.404343,169.16028,159.21118,161.58,2024,10,25,4,buy
2024-10-25,GS,512.67,-0.022554846,0.012344158,62.588924,485.40375,480.6501,467.13,2024,10,25,4,short
2024-10-25,GWW,1090.89,0.008020675,0.016141964,67.7112,976.3847,994.8521,938.48,2024,10,25,4,sell
2024-10-25,HAL,28.245,0.01418314,0.019251233,23.63301,31.43097,27.248657,27.81,2024,10,25,4,hold
2024-10-25,HAS,66.42,0.004841145,0.014825285,19.558659,64.87309,67.69449,65.18,2024,10,25,4,buy
2024-10-25,HBAN,15.37,-0.012210831,0.014573273,66.22221,14.009243,14.062073,13.752834,2024,10,25,4,sell
2024-10-25,HCA,363.55,-0.08861872,0.024597658,40.70701,366.7862,371.59598,363.55,2024,10,25,4,short
2024-10-25,HD,398.82,-0.009585739,0.009568079,40.501644,368.32877,398.08505,359.87418,2024,10,25,4,short
2024-10-25,HES,138.04,-0.0033213482,0.012639748,42.83887,139.95204,135.86555,125.80884,2024,10,25,4,buy
2024-10-25,HIG,112.29,-0.06782333,0.01851601,44.38642,109.58995,113.117386,110.01283,2024,10,25,4,buy
2024-10-25,HII,253.88,-0.0032194427,0.010224051,45.363495,259.73248,252.41498,252.85,2024,10,25,4,short
2024-10-25,HLT,236.14,0.0039538825,0.008596743,58.01761,219.08794,229.36673,210.65,2024,10,25,4,hold
2024-10-25,HOLX,80.86,-0.00061800826,0.009357134,56.90142,78.918,79.12505,79.22,2024,10,25,4,short
2024-10-25,HON,207.971,-0.005399393,0.015299082,56.573826,207.57977,198.54787,198.13,2024,10,25,4,short
2024-10-25,HPE,19.45,0.0025773786,0.015252431,23.985233,19.542788,19.31585,15.985629,2024,10,25,4,hold
2024-10-25,HPQ,36.87,0.010967855,0.015750002,58.955215,35.379948,34.881622,33.1,2024,10,25,4,hold
2024-10-25,HRL,31.06,-0.0009649626,0.009303632,51.34386,31.127325,30.446129,30.699265,2024,10,25,4,short
2024-10-25,HSIC,70.02,-0.012133192,0.011964287,54.56849,69.1701,69.181984,67.05,2024,10,25,4,short
2024-10-25,HST,17.58,-0.004530007,0.011547221,53.04879,17.351799,17.260223,16.268534,2024,10,25,4,short
2024-10-25,HSY,181.26,-0.005159179,0.008333743,25.059694,191.03719,179.43599,181.26,2024,10,25,4,buy
2024-10-25,HUBB,444.25,-0.013172492,0.012592965,53.964584,393.81354,421.5219,369.7759,2024,10,25,4,buy
2024-10-25,HUM,260.73,0.008314736,0.042088352,67.68452,336.14487,223.77374,236.29,2024,10,25,4,buy
